midpoint,gdpc,a2003,a2013,c2003,c2013
2990,3000,0.112250472374201,0.162385793425067,75.045026424163,60.5158546763846
3010,3020,0.126440584979109,0.148833086462297,75.1714670091421,60.6646877628469
3030,3040,0.109298873683686,0.163329616614207,75.2807658828258,60.8280173794611
3050,3060,0.118868140733867,0.148545422212999,75.3996340235596,60.9765628016741
3070,3080,0.103509673894264,0.167981120178811,75.5031436974539,61.1445439218529
3090,3100,0.107539574834364,0.135255126259547,75.6106832722883,61.2797990481124
3110,3120,0.127050593497485,0.146631692019371,75.7377338657857,61.4264307401318
3130,3140,0.110238978631237,0.144164492415653,75.847972844417,61.5705952325475
3150,3160,0.0877815706351276,0.149742248473329,75.9357544150521,61.7203374810208
3170,3180,0.115115455403575,0.144703050829831,76.0508698704557,61.8650405318506
3190,3200,0.0942437279216316,0.160909561387674,76.1451135983773,62.0259500932383
3210,3220,0.113531877068115,0.136558049379024,76.2586454754454,62.1625081426173
3230,3240,0.0984470813429296,0.163869525006196,76.3570925567883,62.3263776676235
3250,3260,0.098329158269582,0.13273462085138,76.4554217150579,62.4591122884749
3270,3280,0.0961343008259328,0.130856879403081,76.5515560158839,62.589969167878
3290,3300,0.0987969115809511,0.185994186709174,76.6503529274648,62.7759633545872
3310,3320,0.0967799892175129,0.136589845942683,76.7471329166823,62.9125532005298
3330,3340,0.0974431226292478,0.139026735633596,76.8445760393116,63.0515799361634
3350,3360,0.0835233861840123,0.142044134171014,76.9280994254956,63.1936240703344
3370,3380,0.106082703297933,0.143054643545632,77.0341821287935,63.3366787138801
3390,3400,0.115697451788193,0.128105106506413,77.1498795805817,63.4647838203865
3410,3420,0.086372174572618,0.134195937768137,77.2362517551543,63.5989797581546
3430,3440,0.0884570371494845,0.125705886518311,77.3247087923038,63.7246856446729
3450,3460,0.0966408917005144,0.126322604534706,77.4213496840043,63.8510082492076
3470,3480,0.0925392822313591,0.124917344452745,77.5138889662357,63.9759255936604
3490,3500,0.0774798362415516,0.131065492573631,77.5913688024772,64.106991086234
3510,3520,0.0863744412880013,0.140179586375779,77.6777432437652,64.2471706726098
3530,3540,0.079412282471478,0.111257735658212,77.7571555262367,64.358428408268
3550,3560,0.0840430899089376,0.122621908990607,77.8411986161456,64.4810503172586
3570,3580,0.0729804820805912,0.119228214379402,77.9141790982262,64.600278531638
3590,3600,0.0745784324208654,0.11952605226977,77.9887575306471,64.7198045839078
3610,3620,0.0961431046210453,0.112153838074774,78.0849006352681,64.8319584219826
3630,3640,0.0764650790835764,0.125173312985141,78.1613657143517,64.9571317349677
3650,3660,0.100395899896173,0.117041142145394,78.2617616142479,65.0741728771131
3670,3680,0.0838246022992531,0.173279264958028,78.3455862165471,65.2474521420711
3690,3700,0.0744895083460455,0.110166164704175,78.4200757248932,65.3576183067753
3710,3720,0.0696841812434726,0.106300582478459,78.4897599061367,65.4639188892538
3730,3740,0.0694020417824649,0.123124432323904,78.5591619479191,65.5870433215777
3750,3760,0.072774203754067,0.111065796972857,78.6319361516732,65.6981091185505
3770,3780,0.0902215827262634,0.10372230551986,78.7221577343995,65.8018314240704
3790,3800,0.0904347935822069,0.0954853486734686,78.8125925279817,65.8973167727439
3810,3820,0.0765060400424625,0.115582303335592,78.8890985680241,66.0128990760794
3830,3840,0.0645220962760676,0.104220133441567,78.9536206643002,66.117119209521
3850,3860,0.0606323644886454,0.12157224991101,79.0142530287888,66.238691459432
3870,3880,0.0630801850846345,0.120732391306078,79.0773332138735,66.3594238507381
3890,3900,0.0765563679386799,0.10778610655827,79.1538895818121,66.4672099572964
3910,3920,0.0715878974097366,0.109310259878548,79.2254774792219,66.5765202171749
3930,3940,0.0821750449046515,0.107578739088288,79.3076525241265,66.6840989562632
3950,3960,0.0784943415588135,0.121392309627758,79.3861468656853,66.805491265891
3970,3980,0.0720616977089461,0.0920569975987203,79.4582085633943,66.8975482634897
3990,4000,0.0634597631767002,0.0991911196524983,79.521668326571,66.9967393831422
4010,4020,0.0691281506969142,0.0989493382670528,79.5907964772679,67.0956887214092
4030,4040,0.0652160751384678,0.108846886795165,79.6560125524064,67.2045356082044
4050,4060,0.0661225928238879,0.111019174036617,79.7221351452302,67.315554782241
4070,4080,0.0677533024999438,0.104430994790499,79.7898884477302,67.4199857770315
4090,4100,0.055646129427074,0.0834914235326248,79.8455345771573,67.5034772005641
4110,4120,0.069346536065259,0.10798763302798,79.9148811132225,67.6114648335921
4130,4140,0.0665127290128192,0.101921485922208,79.9813938422353,67.7133863195143
4150,4160,0.0500462920397043,0.0959363580850464,80.031440134275,67.8093226775994
4170,4180,0.0564245473760221,0.0824776286904104,80.0878646816511,67.8918003062898
4190,4200,0.0605108765131161,0.0957659048061486,80.1483755581642,67.9875662110959
4210,4220,0.0820378783130318,0.103376184753002,80.2304134364772,68.0909423958489
4230,4240,0.0668363735643552,0.0915652403179027,80.2972498100416,68.1825076361668
4250,4260,0.0538376881870967,0.0846374187746598,80.3510874982287,68.2671450549415
4270,4280,0.0595770127891114,0.110183954697201,80.4106645110178,68.3773290096387
4290,4300,0.0605670029740401,0.0882761339666924,80.4712315139918,68.4656051436054
4310,4320,0.0699766509508877,0.0982584083571921,80.5412081649427,68.5638635519626
4330,4340,0.0613744797765383,0.0797932442135655,80.6025826447192,68.6436567961761
4350,4360,0.0637894895431483,0.0895697156134415,80.6663721342624,68.7332265117896
4370,4380,0.0574375355951391,0.0943059262052978,80.7238096698575,68.8275324379949
4390,4400,0.0584097926009631,0.133634530106393,80.7822194624585,68.9611669681013
4410,4420,0.0576233359552267,0.113254948026586,80.8398427984137,69.0744219161278
4430,4440,0.0498597408989637,0.100702544963039,80.8897025393127,69.1751244610909
4450,4460,0.0625763181519136,0.091529571353454,80.9522788574646,69.2666540324443
4470,4480,0.0514708022802585,0.0792690826636411,81.0037496597449,69.345923115108
4490,4500,0.0469063653848383,0.0885917736415485,81.0506560251297,69.4345148887495
4510,4520,0.0628352053385442,0.085454385554739,81.1134912304683,69.5199692743043
4530,4540,0.0531693871483013,0.0959770982605517,81.1666606176166,69.6159463725648
4550,4560,0.045306118018109,0.0849195042552465,81.2119667356347,69.70086587682
4570,4580,0.0526482477826391,0.0798582872124361,81.2646149834173,69.7807241640325
4590,4600,0.0540060560330201,0.101392496586487,81.3186210394503,69.882116660619
4610,4620,0.0510333959051495,0.0848329635849821,81.3696544353555,69.9669496242039
4630,4640,0.0595201222259834,0.0856781491276903,81.4291745575815,70.0526277733316
4650,4660,0.0556971418052471,0.0889370251371319,81.4848716993867,70.1415647984688
4670,4680,0.0521938936004031,0.0864377230998152,81.5370655929871,70.2280025215686
4690,4700,0.059568540441377,0.0915500313006858,81.5966341334285,70.3195525528693
4710,4720,0.0547993083087062,0.121613504122278,81.6514334417372,70.4411660569915
4730,4740,0.048656116290518,0.086402054590772,81.7000895580277,70.5275681115823
4750,4760,0.0576400642033303,0.091906457307638,81.757729622231,70.61947456889
4770,4780,0.0572778690767947,0.102106932626688,81.8150074913078,70.7215815015167
4790,4800,0.0586373130363112,0.0949006243195629,81.8736448043442,70.8164821258362
4810,4820,0.0513784625887337,0.0761931083688583,81.9250232669329,70.8926752342051
4830,4840,0.0473357233129103,0.108622303052478,81.9723589902458,71.0012975372576
4850,4860,0.0539758801461094,0.0789464563769626,82.0263348703919,71.0802439936345
4870,4880,0.0561042747342847,0.0733618057586502,82.0824391451262,71.1536057993932
4890,4900,0.0548306189576958,0.0902001293460641,82.1372697640839,71.2438059287392
4910,4920,0.0473601548871111,0.0627630752597591,82.184629918971,71.306569003999
4930,4940,0.0440504028961105,0.073970559817758,82.2286803218671,71.3805395638167
4950,4960,0.0517457509459985,0.0820671867704138,82.2804260728131,71.4626067505872
4970,4980,0.0434978210117768,0.0858103825873974,82.3239238938249,71.5484171331746
4990,5000,0.0422623892859769,0.0773260501150328,82.3661862831109,71.6257431832896
5010,5020,0.0382337064633039,0.073998732264436,82.4044199895742,71.699741915554
5030,5040,0.0440918537227887,0.0786892361122147,82.448511843297,71.7784311516662
5050,5060,0.0513005007986522,0.069758600501127,82.4998123440956,71.8481897521674
5070,5080,0.0517280902173162,0.0762687593688353,82.5515404343129,71.9244585115362
5090,5100,0.0472205493436883,0.0675623226998853,82.5987609836566,71.9920208342361
5110,5120,0.044174753363151,0.0747268208588873,82.6429357370198,72.066747655095
5130,5140,0.0386822503177719,0.0666804874929476,82.6816179873375,72.1334281425879
5150,5160,0.046972435048575,0.071837748972165,82.7285904223861,72.2052658915601
5170,5180,0.0478785043275276,0.0714952374234032,82.7764689267136,72.2767611289835
5190,5200,0.0389960010599595,0.0739144907093188,82.8154649277736,72.3506756196928
5210,5220,0.0370095439644879,0.0726831136722525,82.8524744717381,72.4233587333651
5230,5240,0.0447499939257386,0.0624932376686938,82.8972244656638,72.4858519710338
5250,5260,0.0379357375437467,0.0784631049021706,82.9351602032076,72.5643150759359
5270,5280,0.0434195952079036,0.0806741640431633,82.9785797984155,72.6449892399791
5290,5300,0.0475689286138478,0.0760534315055009,83.0261487270293,72.7210426714846
5310,5320,0.040422036151188,0.0728193453309714,83.0665707631805,72.7938620168156
5330,5340,0.048775836564746,0.0702443459005787,83.1153465997452,72.8641063627161
5350,5360,0.048251580070834,0.0791629274808115,83.1635981798161,72.9432692901969
5370,5380,0.0370678243200904,0.0664559557983087,83.2006660041362,73.0097252459952
5390,5400,0.0464037016350305,0.0666935095432262,83.2470697057712,73.0764187555385
5410,5420,0.0366500017406883,0.0674706961317859,83.2837197075119,73.1438894516703
5430,5440,0.0496508961962835,0.0679022789636062,83.3333706037082,73.2117917306339
5450,5460,0.0379308653672018,0.0633282882359727,83.3713014690754,73.2751200188698
5470,5480,0.0456840910448855,0.0722421284860293,83.4169855601203,73.3473621473559
5490,5500,0.0362471934118737,0.0952364537904467,83.4532327535321,73.4425986011463
5510,5520,0.0421634814686822,0.107126660677987,83.4953962350008,73.5497252618243
5530,5540,0.0355079060156225,0.061368386513604,83.5309041410164,73.6110936483379
5550,5560,0.0435158762319349,0.0723549075750638,83.5744200172484,73.683448555913
5570,5580,0.0402154704212786,0.0559175289104336,83.6146354876696,73.7393660848234
5590,5600,0.0358126008463461,0.0710653317571512,83.650448088516,73.8104314165806
5610,5620,0.0456371402863965,0.0722712133059493,83.6960852288024,73.8827026298865
5630,5640,0.0361043516827592,0.0769302814824118,83.7321895804851,73.9596329113689
5650,5660,0.0530759558880558,0.0609812470002954,83.7852655363732,74.0206141583692
5670,5680,0.0352916000231011,0.0683741114556476,83.8205571363963,74.0889882698249
5690,5700,0.0395052957145517,0.055178304752782,83.8600624321108,74.1441665745777
5710,5720,0.0377746928577409,0.0700246461885449,83.8978371249686,74.2141912207662
5730,5740,0.0333881095868681,0.0616581068949554,83.9312252345554,74.2758493276612
5750,5760,0.0406575953570627,0.0550641389954918,83.9718828299125,74.3309134666567
5770,5780,0.0355643024962506,0.0565610322102291,84.0074471324088,74.3874744988669
5790,5800,0.0351338987166692,0.0761856795168958,84.0425810311254,74.4636601783838
5810,5820,0.0363213871873433,0.056461316725788,84.0789024183128,74.5201214951096
5830,5840,0.0360288437121976,0.078280092644858,84.114931262025,74.5984015877544
5850,5860,0.0357127514391112,0.0582601602045284,84.1506440134641,74.6566617479589
5870,5880,0.0371390941350654,0.0790853508757025,84.1877831075991,74.7357470988347
5890,5900,0.0451179558435444,0.0876002082877637,84.2329010634427,74.8233473071224
5910,5920,0.0368735461388767,0.062754900566331,84.2697746095816,74.8861022076888
5930,5940,0.0444679790262225,0.0580681548445154,84.3142425886078,74.9441703625333
5950,5960,0.0372129019762588,0.0674871538132738,84.3514554905841,75.0116575163465
5970,5980,0.0410971152150078,0.0573911665281893,84.3925526057991,75.0690486828747
5990,6000,0.0346995728024083,0.07060421835173,84.4272521786015,75.1396529012265
6010,6020,0.0387150221603655,0.0492546529115178,84.4659672007618,75.188907554138
6030,6040,0.0402716001587766,0.0638948360302452,84.5062388009206,75.2528023901682
6050,6060,0.0400074639660798,0.0679667392940891,84.5462462648867,75.3207691294623
6070,6080,0.0352607702140426,0.0715777610273743,84.5815070351007,75.3923468904897
6090,6100,0.0356144754876102,0.0522717485327853,84.6171215105883,75.4446186390225
6110,6120,0.0376856080554721,0.0698480722197812,84.6548071186438,75.5144667112423
6130,6140,0.0382004342383252,0.0668959692298266,84.6930075528821,75.5813626804721
6150,6160,0.032989768575028,0.0603192037296606,84.7259973214571,75.6416818842018
6170,6180,0.039198621978522,0.0552890117967923,84.7651959434357,75.6969708959985
6190,6200,0.0365359502834377,0.0675923522243712,84.8017318937191,75.7645632482229
6210,6220,0.0400348671523694,0.0618763175128411,84.8417667608715,75.8264395657358
6230,6240,0.0385919741280141,0.0613095963200519,84.8803587349995,75.8877491620558
6250,6260,0.0347964392057637,0.0568962164717729,84.9151551742053,75.9446453785276
6270,6280,0.0366005583692539,0.0498275417616595,84.9517557325745,75.9944729202892
6290,6300,0.0335964505972976,0.0588032825585074,84.9853521831718,76.0532762028477
6310,6320,0.0458958807273571,0.0543437417621911,85.0312480638992,76.1076199446099
6330,6340,0.0372499040992925,0.0589066340323919,85.0684979679985,76.1665265786423
6350,6360,0.0348566240341471,0.0625971982902888,85.1033545920326,76.2291237769326
6370,6380,0.0326053535186413,0.0585268647177843,85.1359599455513,76.2876506416504
6390,6400,0.0328869840665356,0.0522892104720247,85.1688469296178,76.3399398521224
6410,6420,0.0375569100548339,0.0584413681727287,85.2064038396726,76.3983812202952
6430,6440,0.0321674555165246,0.0577105979513261,85.2385712951892,76.4560918182465
6450,6460,0.0299554195474338,0.0599447002178933,85.2685267147366,76.5160365184644
6470,6480,0.038196721469264,0.0603963186003566,85.3067234362059,76.5764328370647
6490,6500,0.0395960625223229,0.0558260218341531,85.3463194987282,76.6322588588989
6510,6520,0.0476814402423926,0.0565795352965332,85.3940009389706,76.6888383941954
6530,6540,0.040804945379751,0.0520681018580778,85.4348058843503,76.7409064960535
6550,6560,0.0351681927726346,0.0508404551158199,85.4699740771229,76.7917469511693
6570,6580,0.027647717830205,0.0624796575100305,85.4976217949531,76.8542266086794
6590,6600,0.0385072081433054,0.0727692862458155,85.5361290030964,76.9269958949252
6610,6620,0.0303926819798889,0.061052407429942,85.5665216850763,76.9880483023551
6630,6640,0.0340574908041061,0.0660501725025297,85.6005791758804,77.0540984748576
6650,6660,0.0312583290914535,0.0553745368717978,85.6318375049719,77.1094730117294
6670,6680,0.0391454732743946,0.0640877520440657,85.6709829782463,77.1735607637735
6690,6700,0.0316454373564036,0.0510759842180033,85.7026284156027,77.2246367479915
6710,6720,0.032797559035329,0.0537251638237358,85.735425974638,77.2783619118152
6730,6740,0.0394724595261808,0.0474223442800149,85.7748984341642,77.3257842560952
6750,6760,0.0320105137941592,0.0479646239283411,85.8069089479584,77.3737488800236
6770,6780,0.033055465391558,0.0622423067580635,85.8399644133499,77.4359911867816
6790,6800,0.027149785301008,0.0554598963425069,85.8671141986509,77.4914510831242
6810,6820,0.0352871392184771,0.0513472690591536,85.9024013378694,77.5427983521833
6830,6840,0.0310456562071008,0.0369422521634767,85.9334469940765,77.5797406043468
6850,6860,0.0320645113833268,0.0491678005029324,85.9655115054598,77.6289084048497
6870,6880,0.0365714426437205,0.059208130319985,86.0020829481035,77.6881165351697
6890,6900,0.0337591305650579,0.0564868334242257,86.0358420786686,77.7446033685939
6910,6920,0.0284191987737349,0.0604690887345726,86.0642612774423,77.8050724573285
6930,6940,0.0310434276724773,0.0485289303167517,86.0953047051148,77.8536013876453
6950,6960,0.0310897721527594,0.053021759249176,86.1263944772676,77.9066231468944
6970,6980,0.0313333508042292,0.045028660252408,86.1577278280718,77.9516518071468
6990,7000,0.0308197076268569,0.0550646664590926,86.1885475356987,78.0067164736059
7010,7020,0.0311388392745686,0.0492559770788321,86.2196863749732,78.0559724506848
7030,7040,0.039855129294695,0.0554862240089097,86.2595415042679,78.1114586746937
7050,7060,0.0333015418099153,0.0490701781798986,86.2928430460778,78.1605288528736
7070,7080,0.0295373590800572,0.0496132961104846,86.3223804051579,78.2101421489841
7090,7100,0.0296416127331587,0.0638174093578596,86.3520220178911,78.2739595583419
7110,7120,0.0255383843904015,0.0504838870615721,86.3775604022815,78.3244434454035
7130,7140,0.0274827360898944,0.0456241371396935,86.4050431383714,78.3700675825432
7150,7160,0.0340334450329381,0.0595066373936354,86.4390765834043,78.4295742199368
7170,7180,0.0285221163114501,0.0530541848558173,86.4675986997157,78.4826284047926
7190,7200,0.0346094903747906,0.047918218059414,86.5022081900905,78.5305466228521
